Date	WVHT	DPD	APD	MWD
2010-05-30 02:50:00	0.89	8.33	4.77	119
2010-05-30 03:50:00	0.79	8.33	4.67	127
2010-05-30 04:50:00	0.83	9.09	4.76	128
2010-05-30 05:50:00	0.75	8.33	4.67	129
2010-05-30 06:50:00	0.71	9.09	4.85	119
2010-05-30 07:50:00	0.69	8.33	4.66	118
2010-05-30 08:50:00	0.74	9.09	4.82	102
2010-05-30 09:50:00	0.75	4.76	4.79	174
2010-05-30 10:50:00	0.71	9.09	4.92	111
2010-05-30 11:50:00	0.68	5.0	5.0	166
2010-05-30 12:50:00	0.82	8.33	5.07	118
2010-05-30 13:50:00	0.83	5.26	5.24	164
2010-05-30 14:50:00	0.78	5.56	5.08	174
2010-05-30 15:50:00	0.75	5.56	5.18	164
2010-05-30 16:50:00	0.78	5.88	5.28	166
2010-05-30 17:50:00	0.84	6.25	5.39	157
2010-05-30 18:50:00	0.74	5.88	5.21	176
2010-05-30 19:50:00	0.81	6.25	5.54	165
2010-05-30 20:50:00	0.87	5.88	5.43	177
2010-05-30 21:50:00	0.89	6.25	5.6	172
2010-05-30 22:50:00	0.93	6.25	4.89	158
2010-05-30 23:50:00	0.86	7.14	4.65	160
2010-05-31 00:50:00	0.84	6.25	4.86	173
2010-05-31 01:50:00	0.81	6.25	4.7	157
2010-05-31 02:50:00	0.77	6.25	4.86	153
2010-05-31 03:50:00	0.75	5.88	5.22	171
2010-05-31 04:50:00	0.64	6.25	5.18	161
2010-05-31 05:50:00	0.58	6.25	5.28	166
2010-05-31 06:50:00	0.59	5.88	5.26	167
2010-05-31 07:50:00	0.6	6.25	4.98	150
2010-05-31 08:50:00	0.58	5.88	5.12	177
2010-05-31 09:50:00	0.57	5.88	4.9	181
2010-05-31 10:50:00	0.55	5.88	4.98	172
2010-05-31 11:50:00	0.59	5.88	4.98	180
2010-05-31 12:50:00	0.58	6.25	4.83	175
2010-05-31 13:50:00	0.55	5.88	4.55	178
2010-05-31 14:50:00	0.53	5.88	4.8	185
2010-05-31 15:50:00	0.54	5.56	4.71	182
2010-05-31 16:50:00	0.49	5.56	4.79	182
2010-05-31 17:50:00	0.48	5.88	4.16	191
2010-05-31 18:50:00	0.55	5.56	3.79	185
2010-05-31 19:50:00	0.48	5.56	3.73	175
2010-05-31 20:50:00	0.55	5.26	3.5	188
2010-05-31 21:50:00	0.65	5.26	3.38	180
2010-05-31 22:50:00	0.77	3.57	3.49	141
2010-05-31 23:50:00	0.72	3.57	3.66	149
2010-06-01 00:50:00	0.73	3.57	3.6	146
2010-06-01 01:50:00	0.75	3.7	3.53	147
2010-06-01 02:50:00	0.69	4.17	3.9	137
2010-06-01 03:50:00	0.72	4.0	3.71	152
2010-06-01 04:50:00	0.75	3.85	3.74	173
2010-06-01 05:50:00	0.75	4.17	3.84	174
2010-06-01 06:50:00	0.81	4.17	3.99	178
2010-06-01 07:50:00	0.77	4.0	4.02	171
2010-06-01 08:50:00	0.87	4.76	4.14	179
2010-06-01 09:50:00	0.86	5.88	4.15	176
2010-06-01 10:50:00	0.91	5.88	4.0	180
2010-06-01 11:50:00	0.86	5.26	3.96	183
2010-06-01 12:50:00	0.89	5.56	3.96	178
2010-06-01 13:50:00	0.86	5.0	4.1	186
2010-06-01 14:50:00	0.94	5.56	4.02	175
2010-06-01 15:50:00	1.0	5.26	4.31	172
2010-06-01 16:50:00	0.95	5.26	4.27	175
2010-06-01 17:50:00	1.03	5.26	4.17	172
2010-06-01 18:50:00	1.09	5.88	4.16	166
2010-06-01 19:50:00	1.13	5.88	4.56	169
2010-06-01 20:50:00	1.02	6.25	4.69	170
2010-06-01 21:50:00	1.14	6.25	4.82	156
2010-06-01 22:50:00	1.17	6.67	4.82	149
2010-06-01 23:50:00	1.18	6.67	5.02	159
2010-06-02 00:50:00	1.17	6.25	5.01	168
2010-06-02 01:50:00	1.27	7.14	5.37	173
2010-06-02 02:50:00	1.16	6.67	5.37	182
2010-06-02 03:50:00	1.22	6.67	5.38	176
2010-06-02 04:50:00	1.04	6.67	5.12	168
2010-06-02 05:50:00	1.07	6.67	5.3	171
2010-06-02 06:50:00	0.99	6.25	5.23	173
2010-06-02 07:50:00	0.99	6.25	5.31	168
2010-06-02 08:50:00	0.89	6.67	5.08	160
2010-06-02 09:50:00	0.94	6.67	5.27	160
2010-06-02 10:50:00	0.94	6.25	5.33	167
2010-06-02 11:50:00	0.91	6.25	5.21	166
2010-06-02 12:50:00	0.92	7.14	5.26	155
2010-06-02 13:50:00	0.98	6.67	5.39	162
2010-06-02 14:50:00	0.92	6.67	5.28	167
2010-06-02 15:50:00	0.87	6.67	5.28	163
2010-06-02 16:50:00	0.76	6.25	5.17	172
2010-06-02 17:50:00	0.84	5.88	5.33	174
2010-06-02 18:50:00	0.8	6.25	5.38	172
2010-06-02 19:50:00	0.73	6.25	5.14	176
2010-06-02 20:50:00	0.71	6.25	5.12	173
2010-06-02 21:50:00	0.66	5.88	5.08	185
2010-06-02 22:50:00	0.67	5.88	4.98	181
2010-06-02 23:50:00	0.66	6.67	4.92	158
2010-06-03 00:50:00	0.77	6.67	4.64	178
2010-06-03 01:50:00	0.83	6.67	4.05	167
2010-06-03 02:50:00	0.88	6.25	3.93	166
2010-06-03 03:50:00	0.89	5.88	3.79	171
2010-06-03 04:50:00	0.94	5.88	3.97	173
2010-06-03 05:50:00	0.85	5.56	3.97	154
2010-06-03 06:50:00	0.85	6.25	4.03	151
2010-06-03 07:50:00	0.88	5.88	4.08	158
2010-06-03 08:50:00	0.84	5.88	4.04	147
2010-06-03 09:50:00	0.87	6.25	4.41	160
2010-06-03 10:50:00	0.97	6.67	4.38	160
2010-06-03 11:50:00	0.98	7.14	4.17	169
2010-06-03 12:50:00	1.04	6.67	4.19	174
2010-06-03 13:50:00	1.05	7.14	4.19	176
2010-06-03 14:50:00	1.08	7.14	4.19	155
2010-06-03 15:50:00	1.04	7.14	4.3	166
2010-06-03 16:50:00	1.09	6.67	4.49	167
2010-06-03 17:50:00	1.04	7.14	4.46	162
2010-06-03 18:50:00	1.04	7.69	4.53	153
2010-06-03 19:50:00	1.09	6.67	4.62	164
2010-06-03 20:50:00	1.07	7.14	4.55	156
2010-06-03 21:50:00	1.02	5.0	4.46	173
2010-06-03 22:50:00	0.98	6.67	4.68	161
2010-06-03 23:50:00	0.95	7.14	4.63	165
2010-06-04 00:50:00	0.91	7.14	4.58	174
2010-06-04 01:50:00	1.01	5.0	4.78	158
2010-06-04 02:50:00	1.03	5.56	4.79	171
2010-06-04 03:50:00	0.94	5.56	4.76	172
2010-06-04 04:50:00	0.97	5.88	4.98	160
2010-06-04 05:50:00	0.97	5.26	5.04	165
2010-06-04 06:50:00	0.85	5.56	5.03	163
2010-06-04 07:50:00	0.92	6.67	5.4	158
2010-06-04 08:50:00	0.97	6.67	5.39	165
2010-06-04 09:50:00	0.98	7.14	5.44	167
2010-06-04 10:50:00	0.96	7.14	5.35	158
2010-06-04 11:50:00	0.97	7.14	5.39	156
2010-06-04 12:50:00	0.92	5.88	5.32	155
2010-06-04 13:50:00	0.86	7.14	5.19	159
2010-06-04 14:50:00	0.95	5.88	5.45	162
2010-06-04 15:50:00	0.88	7.14	5.24	161
2010-06-04 16:50:00	0.89	6.67	5.39	171
2010-06-04 17:50:00	0.85	6.67	5.31	172
2010-06-04 18:50:00	0.87	6.67	5.47	166
2010-06-04 19:50:00	0.82	5.88	5.29	164
2010-06-04 20:50:00	0.84	6.67	5.25	158
2010-06-04 21:50:00	0.8	6.67	5.15	168
2010-06-04 22:50:00	0.86	7.14	4.65	165
2010-06-04 23:50:00	0.9	6.67	4.74	164
2010-06-05 00:50:00	0.94	6.67	4.41	154
2010-06-05 01:50:00	1.04	6.25	4.37	164
2010-06-05 02:50:00	1.01	6.67	4.53	168
2010-06-05 03:50:00	0.92	6.67	4.72	167
2010-06-05 04:50:00	0.91	6.25	4.36	169
2010-06-05 05:50:00	0.99	6.67	4.55	160
2010-06-05 06:50:00	0.95	6.25	4.5	149
2010-06-05 07:50:00	0.93	6.67	4.73	155
2010-06-05 08:50:00	0.89	6.67	4.59	166
2010-06-05 09:50:00	0.93	6.67	4.6	166
2010-06-05 10:50:00	0.92	6.25	4.42	165
2010-06-05 11:50:00	0.93	6.67	4.67	152
2010-06-05 12:50:00	0.84	6.25	4.5	161
2010-06-05 13:50:00	0.81	5.88	4.47	164
2010-06-05 14:50:00	0.82	6.67	4.5	156
2010-06-05 15:50:00	0.76	6.67	4.47	162
2010-06-05 16:50:00	0.78	6.25	4.64	164
2010-06-05 17:50:00	0.77	6.25	4.78	161
2010-06-05 18:50:00	0.72	5.56	4.5	170
2010-06-05 19:50:00	0.71	6.25	4.69	163
2010-06-05 20:50:00	0.72	5.56	4.47	161
2010-06-05 21:50:00	0.7	6.25	4.52	158
2010-06-05 22:50:00	0.71	6.25	4.47	170
2010-06-05 23:50:00	0.7	6.25	4.39	164
2010-06-06 00:50:00	0.74	5.88	4.63	160
2010-06-06 01:50:00	0.74	5.88	4.45	161
2010-06-06 02:50:00	0.77	6.25	4.45	158
2010-06-06 03:50:00	0.76	5.88	4.56	158
2010-06-06 04:50:00	0.76	6.25	4.65	161
2010-06-06 05:50:00	0.83	6.25	4.83	153
2010-06-06 06:50:00	0.82	6.67	4.53	145
2010-06-06 07:50:00	0.96	6.67	4.7	152
2010-06-06 08:50:00	0.94	6.25	4.88	150
2010-06-06 09:50:00	0.97	5.88	4.98	148
2010-06-06 10:50:00	0.93	6.25	5.01	155
2010-06-06 11:50:00	0.9	5.56	4.92	155
2010-06-06 12:50:00	0.94	6.25	4.89	160
2010-06-06 13:50:00	0.95	6.67	4.35	154
2010-06-06 14:50:00	0.94	6.25	4.05	157
2010-06-06 15:50:00	1.19	6.67	4.05	160
2010-06-06 16:50:00	1.41	4.76	4.08	173
2010-06-06 17:50:00	1.56	6.25	4.31	152
2010-06-06 18:50:00	1.78	6.25	4.65	152
2010-06-06 19:50:00	1.72	5.88	4.61	155
2010-06-06 20:50:00	1.47	6.25	4.5	150
2010-06-06 21:50:00	1.46	6.67	4.94	138
2010-06-06 22:50:00	1.38	6.67	4.81	145
2010-06-06 23:50:00	1.24	6.25	4.56	149
2010-06-07 00:50:00	1.25	6.67	4.09	144
2010-06-07 01:50:00	1.4	6.67	4.03	153
2010-06-07 02:50:00	1.27	6.67	4.07	159
2010-06-07 03:50:00	1.17	6.67	4.07	152
2010-06-07 04:50:00	1.06	6.67	4.07	161
2010-06-07 05:50:00	1.07	4.35	4.08	286
2010-06-07 06:50:00	1.01	4.35	4.14	293
2010-06-07 07:50:00	0.91	6.67	4.11	163
2010-06-07 08:50:00	0.87	6.67	4.12	145
2010-06-07 09:50:00	0.76	6.67	4.13	156
2010-06-07 10:50:00	0.78	7.14	3.98	133
2010-06-07 11:50:00	0.74	7.14	3.94	136
2010-06-07 12:50:00	0.72	7.69	3.78	112
2010-06-07 13:50:00	0.66	7.14	3.97	133
2010-06-07 14:50:00	0.66	7.14	4.11	138
2010-06-07 15:50:00	0.54	7.14	4.55	146
2010-06-07 16:50:00	0.58	7.14	5.08	149
2010-06-07 17:50:00	0.55	7.14	5.68	152
2010-06-07 18:50:00	0.51	7.14	5.76	141
2010-06-07 19:50:00	0.54	6.67	6.26	151
2010-06-07 20:50:00	0.5	7.14	5.75	142
2010-06-07 21:50:00	0.66	6.67	3.81	138
2010-06-07 22:50:00	0.65	7.69	4.03	152
2010-06-07 23:50:00	0.61	7.14	4.31	155
2010-06-08 00:50:00	0.57	7.14	4.45	141
2010-06-08 01:50:00	0.56	7.14	4.44	158
2010-06-08 02:50:00	0.59	7.14	4.73	156
2010-06-08 03:50:00	0.57	7.14	5.32	164
2010-06-08 04:50:00	0.55	7.14	5.38	174
2010-06-08 05:50:00	0.51	7.14	5.54	164
2010-06-08 06:50:00	0.5	6.67	5.96	152
2010-06-08 07:50:00	0.55	7.69	5.0	154
2010-06-08 08:50:00	0.54	7.14	4.09	159
2010-06-08 09:50:00	0.59	7.69	4.07	148
2010-06-08 10:50:00	0.49	7.14	3.76	154
2010-06-08 11:50:00	0.58	6.67	3.47	139
2010-06-08 12:50:00	0.57	7.69	3.51	133
2010-06-08 13:50:00	0.58	7.14	3.66	156
2010-06-08 14:50:00	0.48	8.33	3.71	115
2010-06-08 15:50:00	0.45	7.14	3.5	148
2010-06-08 16:50:00	0.42	8.33	4.08	116
2010-06-08 17:50:00	0.42	6.67	3.97	159
2010-06-08 18:50:00	0.4	7.69	4.92	140
2010-06-08 19:50:00	0.4	8.33	5.04	118
2010-06-08 20:50:00	0.45	7.14	3.74	148
2010-06-08 21:50:00	0.42	7.69	3.98	129
2010-06-08 22:50:00	0.42	8.33	3.99	136
2010-06-08 23:50:00	0.39	7.14	4.23	134
2010-06-09 00:50:00	0.41	8.33	4.52	139
2010-06-09 01:50:00	0.4	7.69	4.76	141
2010-06-09 02:50:00	0.37	7.69	4.95	134
2010-06-09 03:50:00	0.32	7.69	5.24	158
2010-06-09 04:50:00	0.33	7.69	6.11	153
2010-06-09 05:50:00	0.32	7.69	6.78	160
2010-06-09 06:50:00	0.31	8.33	6.6	126
2010-06-09 07:50:00	0.32	7.69	6.03	112
2010-06-09 08:50:00	0.3	8.33	6.16	153
2010-06-09 09:50:00	0.31	7.69	6.87	143
2010-06-09 10:50:00	0.33	7.69	6.81	151
2010-06-09 11:50:00	0.34	7.14	6.84	145
2010-06-09 12:50:00	0.32	7.14	5.28	129
2010-06-09 13:50:00	0.33	7.69	5.04	135
2010-06-09 14:50:00	0.33	7.69	5.43	140
2010-06-09 15:50:00	0.39	8.33	4.7	120
2010-06-09 16:50:00	0.4	6.67	3.39	166
2010-06-09 17:50:00	0.48	8.33	3.26	130
2010-06-09 18:50:00	0.55	2.94	3.27	163
2010-06-09 20:50:00	0.75	3.33	3.34	164
2010-06-09 21:50:00	0.97	3.85	3.53	167
2010-06-09 22:50:00	1.13	4.17	3.78	173
2010-06-09 23:50:00	1.09	4.76	3.86	169
2010-06-10 00:50:00	1.05	4.76	3.96	169
2010-06-10 01:50:00	1.1	5.0	4.13	176
2010-06-10 02:50:00	1.06	5.26	4.07	174
2010-06-10 03:50:00	1.13	5.26	4.15	172
2010-06-10 04:50:00	1.15	5.56	4.2	170
2010-06-10 05:50:00	1.13	5.0	4.19	164
2010-06-10 06:50:00	1.18	5.56	4.3	160
2010-06-10 07:50:00	1.2	5.88	4.27	168
2010-06-10 08:50:00	1.09	5.88	4.34	168
2010-06-10 09:50:00	1.1	5.88	4.57	165
2010-06-10 10:50:00	0.93	5.88	4.53	161
2010-06-10 11:50:00	0.94	5.88	4.76	162
2010-06-10 12:50:00	0.96	6.67	4.9	169
2010-06-10 13:50:00	0.9	6.25	5.12	165
2010-06-10 14:50:00	0.96	6.67	5.28	174
2010-06-10 15:50:00	1.03	6.67	5.58	166
2010-06-10 16:50:00	1.0	7.14	5.47	180
2010-06-10 17:50:00	1.02	7.69	5.66	174
2010-06-10 18:50:00	1.14	7.14	5.59	173
2010-06-10 19:50:00	1.03	7.14	5.79	167
2010-06-10 20:50:00	1.05	7.14	5.86	159
2010-06-10 21:50:00	1.16	7.69	5.71	162
2010-06-10 22:50:00	1.15	7.14	5.41	154
2010-06-10 23:50:00	1.12	7.14	5.35	127
2010-06-11 00:50:00	1.23	6.67	5.75	115
2010-06-11 01:50:00	1.16	6.67	5.92	135
2010-06-11 02:50:00	1.1	7.14	5.88	144
2010-06-11 03:50:00	1.07	7.69	5.93	151
2010-06-11 04:50:00	1.11	7.14	6.03	156
2010-06-11 05:50:00	1.15	7.69	6.11	153
2010-06-11 06:50:00	1.29	8.33	6.35	172
2010-06-11 07:50:00	1.14	8.33	6.01	174
2010-06-11 08:50:00	1.13	7.69	5.93	170
2010-06-11 09:50:00	1.03	7.69	5.81	181
2010-06-11 10:50:00	1.01	8.33	5.39	165
2010-06-11 11:50:00	0.99	7.69	5.5	182
2010-06-11 12:50:00	0.89	7.69	5.13	179
2010-06-11 13:50:00	0.89	7.69	5.25	182
2010-06-11 14:50:00	0.95	7.69	5.6	179
2010-06-11 15:50:00	0.95	9.09	5.86	124
2010-06-11 16:50:00	0.93	7.69	5.61	144
2010-06-11 17:50:00	0.89	8.33	5.53	126
2010-06-11 18:50:00	0.93	7.69	5.33	118
2010-06-11 19:50:00	0.94	7.69	5.38	123
2010-06-11 20:50:00	0.94	8.33	5.27	100
2010-06-11 21:50:00	0.9	7.14	5.28	148
2010-06-11 22:50:00	0.83	7.69	4.98	128
2010-06-11 23:50:00	0.88	7.14	4.9	133
2010-06-12 00:50:00	0.81	6.67	4.84	145
2010-06-12 01:50:00	0.83	6.67	4.65	140
2010-06-12 02:50:00	0.74	6.25	4.54	141
2010-06-12 03:50:00	0.78	6.67	4.54	156
2010-06-12 04:50:00	0.78	6.67	4.17	149
2010-06-12 05:50:00	0.78	6.67	4.19	147
2010-06-12 06:50:00	0.76	8.33	4.24	71
2010-06-12 07:50:00	0.76	7.69	4.15	94
2010-06-12 08:50:00	0.76	7.69	4.16	92
2010-06-12 09:50:00	0.74	8.33	4.32	90
2010-06-12 10:50:00	0.72	8.33	4.72	87
2010-06-12 11:50:00	0.75	8.33	4.99	71
2010-06-12 12:50:00	0.72	8.33	5.0	84
2010-06-12 13:50:00	0.76	7.69	5.29	94
2010-06-12 14:50:00	0.69	8.33	5.24	117
2010-06-12 15:50:00	0.67	7.69	4.9	104
2010-06-12 16:50:00	0.83	7.69	4.34	98
2010-06-12 17:50:00	0.95	7.69	4.1	84
2010-06-12 18:50:00	1.08	3.85	4.04	182
2010-06-12 19:50:00	1.14	7.69	4.06	87
2010-06-12 20:50:00	1.19	4.17	4.11	193
2010-06-12 21:50:00	1.23	4.35	4.05	206
2010-06-12 22:50:00	1.46	4.55	4.19	194
2010-06-12 23:50:00	1.43	4.76	4.16	196
2010-06-13 00:50:00	1.41	4.76	4.21	188
2010-06-13 01:50:00	1.31	4.55	4.15	190
2010-06-13 02:50:00	1.11	4.55	4.21	184
2010-06-13 03:50:00	1.12	4.55	4.17	180
2010-06-13 04:50:00	1.03	5.0	4.2	158
2010-06-13 05:50:00	1.01	5.26	4.34	160
2010-06-13 06:50:00	1.0	5.26	4.58	171
2010-06-13 07:50:00	0.98	5.26	4.67	181
2010-06-13 08:50:00	0.95	5.56	4.63	194
2010-06-13 09:50:00	0.92	5.56	4.79	189
2010-06-13 10:50:00	0.85	5.56	4.66	196
2010-06-13 11:50:00	0.93	5.88	4.97	174
2010-06-13 12:50:00	0.91	5.26	4.87	178
2010-06-13 14:50:00	0.88	5.26	4.91	187
2010-06-13 15:50:00	0.84	5.26	4.91	190
2010-06-13 16:50:00	0.88	5.26	4.9	191
2010-06-13 17:50:00	0.82	5.56	4.98	193
2010-06-13 18:50:00	0.77	5.26	4.81	194
2010-06-13 19:50:00	0.72	6.25	4.59	152
2010-06-13 20:50:00	0.73	9.09	4.39	94
2010-06-13 21:50:00	0.82	5.26	4.43	201
2010-06-13 22:50:00	0.74	5.26	4.57	189
2010-06-13 23:50:00	0.71	5.26	4.51	170
2010-06-14 00:50:00	0.72	5.88	4.35	165
2010-06-14 01:50:00	0.72	8.33	4.49	138
2010-06-14 02:50:00	0.77	5.56	4.43	170
2010-06-14 03:50:00	0.73	5.26	4.58	160
2010-06-14 04:50:00	0.7	5.26	4.57	178
2010-06-14 05:50:00	0.67	8.33	4.9	128
2010-06-14 06:50:00	0.68	8.33	4.91	120
2010-06-14 07:50:00	0.72	7.69	4.78	127
2010-06-14 08:50:00	0.71	8.33	4.78	108
2010-06-14 09:50:00	0.72	9.09	4.95	125
2010-06-14 10:50:00	0.7	8.33	4.73	114
2010-06-14 11:50:00	0.67	8.33	4.87	105
2010-06-14 12:50:00	0.7	9.09	5.2	127
2010-06-14 13:50:00	0.67	10.0	5.27	131
2010-06-14 14:50:00	0.67	9.09	5.31	120
2010-06-14 15:50:00	0.63	5.0	5.21	149
2010-06-14 16:50:00	0.62	9.09	5.13	135
2010-06-14 17:50:00	0.59	5.26	5.11	156
2010-06-14 18:50:00	0.64	5.0	5.26	154
2010-06-14 19:50:00	0.64	5.0	5.38	150
2010-06-14 20:50:00	0.64	9.09	5.31	139
2010-06-14 21:50:00	0.67	9.09	5.25	130
2010-06-14 22:50:00	0.69	9.09	4.63	122
2010-06-14 23:50:00	0.75	8.33	4.68	133
2010-06-15 00:50:00	0.74	5.26	4.45	125
2010-06-15 01:50:00	0.7	8.33	4.61	109
2010-06-15 02:50:00	0.7	8.33	4.51	125
2010-06-15 03:50:00	0.63	9.09	4.84	138
2010-06-15 04:50:00	0.64	8.33	5.07	125
2010-06-15 05:50:00	0.59	8.33	5.13	127
2010-06-15 06:50:00	0.58	5.0	5.32	143
2010-06-15 07:50:00	0.53	8.33	5.31	129
2010-06-15 08:50:00	0.51	9.09	5.37	139
2010-06-15 09:50:00	0.5	8.33	5.24	141
2010-06-15 10:50:00	0.51	9.09	4.4	110
2010-06-15 11:50:00	0.57	8.33	3.75	140
2010-06-15 12:50:00	0.62	3.13	3.58	342
2010-06-15 13:50:00	0.53	8.33	3.86	132
2010-06-15 14:50:00	0.53	8.33	4.07	133
2010-06-15 15:50:00	0.5	9.09	4.2	138
2010-06-15 16:50:00	0.47	9.09	4.35	146
2010-06-15 17:50:00	0.46	7.14	4.75	139
2010-06-15 18:50:00	0.46	8.33	5.11	138
2010-06-15 19:50:00	0.45	8.33	5.38	146
2010-06-15 20:50:00	0.47	7.69	4.72	133
2010-06-15 21:50:00	0.45	7.14	4.21	127
2010-06-15 22:50:00	0.49	7.69	4.0	113
2010-06-15 23:50:00	0.52	8.33	3.91	106
2010-06-16 00:50:00	0.45	6.67	4.11	132
2010-06-16 01:50:00	0.44	7.69	4.63	120
2010-06-16 02:50:00	0.44	7.69	4.96	115
2010-06-16 03:50:00	0.45	8.33	4.52	112
2010-06-16 04:50:00	0.49	8.33	4.8	126
2010-06-16 05:50:00	0.44	8.33	4.55	143
2010-06-16 06:50:00	0.4	9.09	4.54	115
2010-06-16 07:50:00	0.39	7.14	4.79	151
2010-06-16 08:50:00	0.39	7.69	4.81	147
2010-06-16 09:50:00	0.4	7.14	4.87	153
2010-06-16 10:50:00	0.39	7.69	4.68	145
2010-06-16 11:50:00	0.39	6.67	4.77	158
2010-06-16 12:50:00	0.42	7.14	4.8	125
2010-06-16 13:50:00	0.44	6.67	4.29	171
2010-06-16 14:50:00	0.44	7.69	4.55	131
2010-06-16 15:50:00	0.45	7.69	4.4	136
2010-06-16 16:50:00	0.43	7.69	4.61	131
2010-06-16 17:50:00	0.43	6.67	4.8	138
2010-06-16 18:50:00	0.4	7.14	4.54	147
2010-06-16 19:50:00	0.41	7.69	4.07	113
2010-06-16 20:50:00	0.57	3.13	3.39	160
2010-06-16 21:50:00	0.7	3.57	3.44	154
2010-06-16 22:50:00	0.79	4.0	3.6	149
2010-06-16 23:50:00	0.81	3.85	3.66	147
2010-06-17 00:50:00	0.75	4.17	3.61	151
2010-06-17 01:50:00	0.81	4.35	3.58	131
2010-06-17 02:50:00	0.85	4.55	3.74	141
2010-06-17 03:50:00	0.87	5.0	3.9	134
2010-06-17 04:50:00	0.93	5.56	4.14	130
2010-06-17 05:50:00	0.89	5.0	4.29	136
2010-06-17 06:50:00	0.9	5.0	4.51	133
2010-06-17 07:50:00	0.76	5.56	4.43	146
2010-06-17 08:50:00	0.8	5.88	4.47	143
2010-06-17 09:50:00	0.77	5.56	4.52	133
2010-06-17 10:50:00	0.74	5.56	4.35	124
2010-06-17 11:50:00	0.73	4.55	4.2	143
2010-06-17 12:50:00	0.75	5.56	3.54	126
2010-06-17 14:50:00	0.74	3.33	3.6	269
2010-06-17 15:50:00	0.88	3.45	3.53	307
2010-06-17 17:50:00	0.89	4.0	3.54	293
2010-06-17 18:50:00	0.79	5.88	3.7	135
2010-06-17 19:50:00	0.84	6.25	3.66	134
2010-06-17 20:50:00	0.78	3.45	3.64	300
2010-06-17 21:50:00	0.83	3.57	3.69	303
2010-06-17 22:50:00	0.75	3.57	3.72	311
2010-06-17 23:50:00	0.73	3.7	3.78	298
2010-06-18 00:50:00	0.69	3.57	3.8	299
2010-06-18 01:50:00	0.71	3.45	3.71	293
2010-06-18 02:50:00	0.69	5.88	3.94	144
2010-06-18 03:50:00	0.68	6.25	3.79	127
2010-06-18 04:50:00	0.68	7.14	3.7	116
2010-06-18 05:50:00	0.64	7.14	3.86	138
2010-06-18 06:50:00	0.54	7.14	4.03	129
2010-06-18 07:50:00	0.5	7.14	4.56	145
2010-06-18 08:50:00	0.42	6.25	4.44	131
2010-06-18 09:50:00	0.4	6.67	4.62	138
2010-06-18 10:50:00	0.36	5.56	4.89	143
2010-06-18 11:50:00	0.35	7.69	5.69	132
2010-06-18 12:50:00	0.4	7.69	4.98	138
2010-06-18 13:50:00	0.4	7.69	5.0	138
2010-06-18 14:50:00	0.36	8.33	5.26	131
2010-06-18 15:50:00	0.39	8.33	5.7	112
2010-06-18 16:50:00	0.37	8.33	5.79	125
2010-06-18 17:50:00	0.41	6.25	5.89	171
2010-06-18 18:50:00	0.41	5.88	5.52	166
2010-06-18 19:50:00	0.4	7.69	5.42	147
2010-06-18 20:50:00	0.41	7.69	5.59	134
2010-06-18 21:50:00	0.36	5.88	5.35	165
2010-06-18 22:50:00	0.39	5.26	5.25	172
2010-06-18 23:50:00	0.34	5.56	5.08	161
2010-06-19 00:50:00	0.37	5.88	3.76	160
2010-06-19 01:50:00	0.41	6.25	3.78	142
2010-06-19 02:50:00	0.38	6.25	4.01	162
2010-06-19 03:50:00	0.43	6.25	3.54	109
2010-06-19 04:50:00	0.41	5.88	3.46	131
2010-06-19 05:50:00	0.39	2.94	3.41	200
2010-06-19 06:50:00	0.35	5.88	3.89	153
2010-06-19 07:50:00	0.35	5.88	3.98	148
2010-06-19 08:50:00	0.33	6.25	4.14	135
2010-06-19 09:50:00	0.31	7.14	4.11	143
2010-06-19 10:50:00	0.36	6.25	3.97	143
2010-06-19 11:50:00	0.36	6.67	3.53	137
2010-06-19 12:50:00	0.37	2.74	3.32	200
2010-06-19 13:50:00	0.37	6.67	3.43	153
2010-06-19 14:50:00	0.36	2.86	3.3	210
2010-06-19 15:50:00	0.36	2.74	3.29	195
2010-06-19 16:50:00	0.41	6.25	3.13	127
2010-06-19 17:50:00	0.46	2.86	3.08	185
2010-06-19 18:50:00	0.57	3.33	3.13	191
2010-06-19 19:50:00	0.68	3.45	3.27	190
2010-06-19 20:50:00	0.73	3.57	3.37	185
2010-06-19 21:50:00	0.8	4.0	3.5	200
2010-06-19 22:50:00	0.86	4.17	3.69	196
2010-06-19 23:50:00	0.95	4.55	3.66	191
2010-06-20 00:50:00	0.97	4.35	3.72	188
2010-06-20 01:50:00	0.92	4.55	3.68	188
2010-06-20 02:50:00	0.87	4.76	3.75	186
2010-06-20 03:50:00	0.91	4.55	3.69	187
2010-06-20 04:50:00	0.96	4.76	3.74	177
2010-06-20 05:50:00	1.0	4.76	3.85	190
2010-06-20 06:50:00	0.94	4.76	3.81	190
2010-06-20 07:50:00	0.85	4.55	3.88	189
2010-06-20 08:50:00	0.74	4.76	3.9	189
2010-06-20 09:50:00	0.74	4.76	3.93	188
2010-06-20 10:50:00	0.7	4.76	3.96	185
2010-06-20 11:50:00	0.6	5.0	3.96	177
2010-06-20 12:50:00	0.67	4.76	3.84	190
2010-06-20 13:50:00	0.7	4.76	3.95	188
2010-06-20 14:50:00	0.64	4.76	3.84	189
2010-06-20 15:50:00	0.62	4.76	3.62	183
2010-06-20 16:50:00	0.65	4.76	3.57	186
2010-06-20 17:50:00	0.65	4.55	3.62	201
2010-06-20 18:50:00	0.65	4.0	3.62	186
